_id.$oid,info.上市年份季节,info.上市时间,info.产品名称,info.低帮鞋品名,info.功能,info.吊牌价,info.品牌,info.图案,info.场合,info.外底材料,info.季节,info.尺码,info.帮面内里材质,info.帮面材质,info.性别,info.是否商场同款,info.是否瑕疵,info.款号,info.款式,info.流行元素,info.真皮材质工艺,info.细分风格,info.货号,info.跟底款式,info.运动系列,info.运动鞋科技,info.适合路面,info.适用对象,info.销售渠道类型,info.闭合方式,info.靴子品名,info.靴筒内里材质,info.靴筒材质,info.靴筒高度,info.鞋制作工艺,info.鞋垫材质,info.鞋头款式,info.鞋底材质,info.鞋码,info.鞋跟高,info.鞋面内里材质,info.鞋面材质,info.颜色分类,info.风格,itemid,location,nick,price,sales,title,url
5aa7732abe9b0338dc1fafce,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,39 40 41 42 43 44,,,,,,,豆豆鞋,流苏,,韩版,C09,平跟,,,,青年（18-40周岁）,,套脚,,,,,,布,圆头,橡胶,,平跟(小于等于1cm),布,PU,乳白色 军绿色 卡其色 咖啡色 墨绿色 B08黑色（码偏小，建议拍大一码） C08黑色（码偏小，建议拍大一码） C08黄色（码偏小，建议拍大一码） C08蓝色（码偏小，建议拍大一码） C08白色（码偏小，建议拍大一码） 610黑色（码偏小，建议拍大一码） 610桔色（码偏小，建议拍大一码） 610白色（码偏小，建议拍大一码） 609黑色（码偏小，建议拍大一码） 609桔色（码偏小，建议拍大一_1 609白色（码偏小，建议拍大一_2 611黑色（码偏小，建议拍大一_3 611绿色（码偏小，建议拍大一_4 611灰色（码偏小，建议拍大一_5,青春潮流,563460496625,福建 泉州,米兰多格商场,159.00,0人付款,旗舰店意尔康官网2017新款秋季豆豆鞋男士韩版潮流休闲皮鞋社会小,http://item.taobao.com/item.htm?id=563460496625&ns=1&abbucket=9#detail
5aa7732dbe9b0338dc1fafcf,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43,,,,,,,休闲皮鞋,金属,纳帕纹,日常休闲,7702ZE97406W,平跟,,,,,,系带,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,棕色 黑色,休闲,560494767328,浙江 丽水,艾尚美梦工厂,335.00,0人付款,意尔康旗舰店官方店男鞋 2017新款真皮休闲皮鞋 简约系带男士单鞋,http://item.taobao.com/item.htm?id=560494767328&ns=1&abbucket=9#detail
5aa7732ebe9b0338dc1fafd0,,,,,透气,,YEARCON/意尔康,纯色,办公室,,春秋,【收藏店铺宝贝买一送四】 38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,亮片,漆皮,商务正装,,平跟,,,,中年（40-60周岁）,,系带,,,,,胶粘鞋,头层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 深棕色,商务,559754735528,浙江 温州,雅乐壹号店,149.00,0人付款,意尔康男鞋官方旗舰店2017春秋新款商务真皮鞋日常休闲软底皮鞋子,http://item.taobao.com/item.htm?id=559754735528&ns=1&abbucket=9#detail
5aa7732ebe9b0338dc1fafd1,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 43,,,,,,,休闲皮鞋,,,日常休闲,94651,,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,PU,尖头,橡胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,深棕色 黑色,休闲,547914264860,河北 邢台,斓精灵89,299.00,0人付款,意尔康春季男鞋 新款真皮潮流时尚韩版青年男士休闲套脚皮鞋,http://item.taobao.com/item.htm?id=547914264860&ns=1&abbucket=9#detail
5aa7732ebe9b0338dc1fafd2,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,39 40 41 42 43 44 45,,,,,,,商务休闲鞋,素面,,商务休闲,商场同款,平跟,,,,,,系带,,,,,胶粘鞋,二层猪皮,圆头,,,低跟(1-3cm),二层猪皮,头层牛皮（除牛反绒）,棕色 黑色,商务,565013550862,广东 广州,精品鞋店123123,298.00,0人付款,意尔康皮鞋男士系带真皮男鞋秋冬季新款商务正装皮鞋男式单鞋,http://item.taobao.com/item.htm?id=565013550862&ns=1&abbucket=9#detail
5aa7732fbe9b0338dc1fafd3,,,,,透气,,YEARCON/意尔康,纯色,运动休闲,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,皮草装饰,半粒面,日常休闲,6666,平跟,,,,中年（40-60周岁）,,套脚,,,,,缝制鞋,头层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色 橘色 棕色,休闲,561073857152,浙江 温州,网购啦啦啦9999,288.00,0人付款,意尔康男鞋新款秋季休闲鞋男士真皮时尚皮鞋透气品牌运动鞋舒适版,http://item.taobao.com/item.htm?id=561073857152&ns=1&abbucket=9#detail
5aa7732fbe9b0338dc1fafd4,,,,,,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,伐木鞋,素面,,日常休闲,8869,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,拉链,,,,,缝制鞋,头层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色 桔色 深棕色,休闲,559893798467,浙江 温州,耐久久鞋业,155.00,0人付款,意尔康男鞋正品商务休闲鞋2018新款真皮系带男士皮鞋透气潮男单鞋,http://item.taobao.com/item.htm?id=559893798467&ns=1&abbucket=9#detail
5aa77330be9b0338dc1fafd5,,,,,保暖,,YEARCON/意尔康,纯色,日常,,冬季,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,,,日常休闲,7701AK53572R-11,平跟,,,,青年（18-40周岁）,,系带,,,,,胶粘鞋,,圆头,橡胶,,平跟(小于等于1cm),人造短毛绒,头层牛皮（除牛反绒）,黑色,休闲,564810484186,山东 临沂,天和鞋都,469.00,0人付款,意尔康男鞋2018春季新款系带软底休闲棉鞋真皮鞋子专柜正品53572R,http://item.taobao.com/item.htm?id=564810484186&ns=1&abbucket=9#detail
5aa77330be9b0338dc1fafd6,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,素面,,商务休闲,63855,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层牛皮,头层牛皮（除牛反绒）,黄棕 黑色,商务,558661782779,北京,精品男鞋1店,389.00,0人付款,意尔康男鞋2017秋季男士商务休闲软皮真皮系带皮鞋男7511AE63855A,http://item.taobao.com/item.htm?id=558661782779&ns=1&abbucket=9#detail
5aa77330be9b0338dc1fafd7,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,,摔纹皮,商务休闲,,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,,圆头,聚氨酯,,,头层猪皮,头层牛皮（除牛反绒）,黑色真皮 桔色真皮 棕色真皮,商务,560278068089,浙江 丽水,夏克利2013,155.00,0人付款,2017秋季正品意尔康男鞋休闲皮鞋真皮套脚爸爸鞋透气商务男单鞋潮,http://item.taobao.com/item.htm?id=560278068089&ns=1&abbucket=9#detail
5aa77330be9b0338dc1fafd8,,,,,增高,,YEARCON/意尔康,纯色,日常,,冬季,36 37 38 39 40 41 42 43 44 45 46 47 48,,,,,,,德比鞋（正装皮鞋）,素面,粒面皮,商务正装,,内增高,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,头层猪皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,Y5515四季款黑色 Y5515四季款棕色 Y5515四季款黄色 Y5516四季款内增高黑色 Y5516四季款内增高棕色 Y5516四季款内增高黄色 Y5517加绒款非增高黑色 Y5517加绒款非增高棕色 Y5517加绒款非增高黄色 Y5518加绒款内增高黑色 Y5518加绒款内增高棕色 Y5518加绒款内增高黄色,商务,564391729689,四川 成都,时刻进斗金,158.00,21人付款,意尔康男鞋冬季商务正装皮鞋男士真皮内增高软底加绒保暖大码鞋子,http://item.taobao.com/item.htm?id=564391729689&ns=1&abbucket=9#detail
5aa77330be9b0338dc1fafd9,,,,,耐磨,,YEARCON/意尔康,纯色,办公室,,春秋,37 38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,纳帕纹,商务正装,31ZA96806W,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,PU,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,典雅黑 黑色 浅棕色,商务,557429032110,浙江 丽水,大仙女zzz,149.00,9人付款,意尔康男鞋正品2018春秋季新款男士商务正装皮鞋真皮系带尖头鞋男,http://item.taobao.com/item.htm?id=557429032110&ns=1&abbucket=9#detail
5aa77331be9b0338dc1fafda,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,,,商务休闲,,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,头层牛皮,尖头,橡胶,,低跟(1-3cm),头层牛皮,头层牛皮（除牛反绒）,黑色 杏色,商务,544225766432,河北 邢台,斓精灵89,489.00,0人付款,意尔康正品新款男士单皮软底软面系带英伦休闲商务正装男单皮鞋,http://item.taobao.com/item.htm?id=544225766432&ns=1&abbucket=9#detail
5aa77333be9b0338dc1fafdb,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,,商务休闲,59362,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层牛皮,头层牛皮（除牛反绒）,黑色,商务,551414141269,北京,lin65475868,345.00,0人付款,意尔康男鞋2017真皮软底软面舒适套脚男士商务休闲鞋7312AR59362K,http://item.taobao.com/item.htm?id=551414141269&ns=1&abbucket=9#detail
5aa77334be9b0338dc1fafdc,,,,,透气,,YEARCON/意尔康,拼色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,纳帕纹,商务休闲,6083,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,6803黑色+送礼品 6803棕色+送礼品 6803黄棕色+送礼品,商务,561510971779,江苏 扬州,csdawww,148.00,4人付款,意尔康男鞋秋季真皮套脚爸爸鞋英伦商务中老年日常休闲皮鞋豆豆鞋,http://item.taobao.com/item.htm?id=561510971779&ns=1&abbucket=9#detail
5aa77334be9b0338dc1fafdd,,,,,透气,,YEARCON/意尔康,纯色,办公室,,春秋,38 39 40 41 42 43 44 45 46 47,,,,,,,休闲皮鞋,车缝线,纳帕纹,日常休闲,,厚底,,,,中年（40-60周岁） 老年（60周岁以上）,,系带,,,,,胶粘鞋,,圆头,聚氨酯,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色真皮 棕色真皮 黑色加绒 棕色加绒,休闲,563180927625,福建 宁德,宏图商贸8001,398.00,0人付款,官方旗舰店意尔康秋冬男鞋加绒真皮休闲鞋大码45 46 47皮鞋中老年,http://item.taobao.com/item.htm?id=563180927625&ns=1&abbucket=9#detail
5aa77335be9b0338dc1fafde,,,,,,,YEARCON/意尔康,纯色,办公室,,春秋,37 38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,纳帕纹,商务正装,31ZA96806W,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,PU,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,典雅黑 黑色 浅棕色,商务,563767873284,浙江 丽水,艺泰贸易6,149.00,2人付款,意尔康男鞋冬季职场男士商务正装皮鞋真皮婚鞋尖头系带英伦鞋子潮,http://item.taobao.com/item.htm?id=563767873284&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafdf,,,,,矫正,,YEARCON/意尔康,纯色,办公室,,春秋,38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,素面,漆皮,,70073,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,头层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色,英伦,564707729837,北京,lin65475868,589.00,0人付款,意尔康男鞋2018春款单鞋商务正装鞋系带皮鞋漆皮婚鞋8121AR70073A,http://item.taobao.com/item.htm?id=564707729837&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafe0,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,油蜡皮,商务休闲,00238,平跟,,,,青年（18-40周岁）,,系带,,,,,胶粘鞋,二层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 浅棕色,商务,559237735893,浙江 丽水,夏克利2013,158.00,0人付款,意尔康男鞋真皮尖头商务正装皮鞋英伦系带低帮男士休闲鞋透气单鞋,http://item.taobao.com/item.htm?id=559237735893&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafe1,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,懒人鞋,车缝线,,日常休闲,8111ZR95405A,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色 浅棕色,休闲,563083685436,河南 郑州,勤奋的兔子123,395.10,0人付款,意尔康男鞋18专柜新品时尚休闲头层牛皮男士单鞋皮鞋8111ZR95405A,http://item.taobao.com/item.htm?id=563083685436&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafe2,,,,,透气,,YEARCON/意尔康,纯色,日常,,夏季,38 39 40 41 42 43 44 45 46 47,,,,,,,镂空皮鞋,编制,粒面皮,,5551,平跟,,,,中年（40-60周岁） 老年（60周岁以上）,,套脚,,,,,胶粘鞋,PU,圆头,橡胶,,低跟(1-3cm),二层猪皮,头层牛皮（除牛反绒）,黑色 深棕色,复古,565403973314,浙江 温州,炫酷鞋府,149.00,2人付款,夏季真皮特大码意尔康镂空皮鞋男休闲凉鞋牛皮中老年爸爸鞋凉皮鞋,http://item.taobao.com/item.htm?id=565403973314&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafe3,,,,,轻质,,YEARCON/意尔康,纯色,办公室,,春秋,38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,修面皮,商务正装,7741ZE97004P,平跟,,,,,,系带,,,,,注压鞋,PU,圆头,塑胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,黑色,商务,564771381141,浙江 丽水,艾尚美梦工厂,219.00,0人付款,意尔康旗舰店官方店真皮男鞋2018春季新款正装男士新皮鞋休闲系带,http://item.taobao.com/item.htm?id=564771381141&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafe4,,,,,,,YEARCON/意尔康,纯色,,,,38 39 40 41 42,,,,,,,商务休闲鞋,车缝线,擦色皮,商务休闲,7511GE88621A,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,头层猪皮,圆头,聚氨酯,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色,商务,557424251520,广东 广州,腾空梦想88,399.00,0人付款,意尔康2017秋新款平底平跟防滑系带包口真皮男鞋男皮鞋单鞋,http://item.taobao.com/item.htm?id=557424251520&ns=1&abbucket=9#detail
5aa77336be9b0338dc1fafe5,,,,,透气,,YEARCON/意尔康,纯色,办公室,,春秋,【收藏店铺宝贝买一送四】 38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,亮片,漆皮,商务正装,,平跟,,,,,,系带,,,,,胶粘鞋,头层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 深棕色,商务,559628941845,浙江 温州,雅乐壹号店,149.00,0人付款,意尔康男鞋官方旗舰店时尚商务正装皮鞋男士真皮系带潮流漆皮男鞋,http://item.taobao.com/item.htm?id=559628941845&ns=1&abbucket=9#detail
5aa77337be9b0338dc1fafe6,,,,,防水,,YEARCON/意尔康,纯色,日常,,春秋,37 38 39 40 41 42 43 44,,,,,,,休闲皮鞋,素面,修面皮,日常休闲,09689-1,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,二层猪皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 桔色 咖啡色,休闲,558820689120,浙江 丽水,夏克利2013,168.00,0人付款,意尔康男鞋2017秋季新款真皮休闲皮鞋百搭男士透气青年鞋中老年鞋,http://item.taobao.com/item.htm?id=558820689120&ns=1&abbucket=9#detail
5aa7733abe9b0338dc1fafe7,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,37 38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,纳帕纹,商务休闲,9612-1,平跟,,,,,,套脚,,,,,注压鞋,头层牛皮,圆头,聚氨酯,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色 咖啡色,商务,560299866685,浙江 温岭,建设393,368.00,0人付款,意尔康男鞋春秋正品商务休闲皮鞋软面皮中老年透气软底真皮爸爸鞋,http://item.taobao.com/item.htm?id=560299866685&ns=1&abbucket=9#detail
5aa7733abe9b0338dc1fafe8,,,,,,,YEARCON/意尔康,纯色,,,,38 39 40 41 42,,,,,,,运动休闲鞋,雕花,摔纹皮,韩版,7512GE88619A,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,头层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,兰色 黑色,青春潮流,560823037535,广东 广州,gahkj,239.00,0人付款,意尔康17专柜新款系带运动休闲板鞋真皮男鞋舒适休闲男皮鞋,http://item.taobao.com/item.htm?id=560823037535&ns=1&abbucket=9#detail
5aa7733abe9b0338dc1fafe9,,,,,透气,,YEARCON/意尔康,纯色,日常,,冬季,38 39 40 41 42 43,,,,,,,商务休闲鞋,车缝线,粒面皮,商务休闲,,平跟,,,,,,系带,,,,,注压鞋,头层猪皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黄棕色系带款 黑色系带款 黄棕色套脚款 黑色套脚款,商务,564454586792,浙江 温州,tb69314507,298.00,0人付款,意尔康旗舰店官方店男鞋秋冬季真皮中老年爸爸父亲鞋男士休闲皮鞋,http://item.taobao.com/item.htm?id=564454586792&ns=1&abbucket=9#detail
5aa7733bbe9b0338dc1fafea,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,纳帕纹,商务休闲,8826,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,缝制鞋,头层猪皮,圆头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,棕色 黑色,商务,563072981000,浙江 温州,chen356307796,148.00,2人付款,正品意尔康秋春男鞋休闲皮鞋真皮套脚爸爸鞋商务男士单鞋新款特价,http://item.taobao.com/item.htm?id=563072981000&ns=1&abbucket=9#detail
5aa7733cbe9b0338dc1fafeb,,,,,耐磨,,YEARCON/意尔康,纯色,日常,,春秋,48.5 38 39 40 41 42 43 44,,,,,,,商务休闲鞋,雕花,半粒面,商务休闲,,平跟,,,,,,套脚,,,,,胶粘鞋,头层猪皮,圆头,橡胶,,,头层猪皮,头层牛皮（除牛反绒）,黑色 深棕色,商务,562160209083,浙江 温州,tb69314507,298.00,0人付款,意尔康男鞋2017春秋新款真皮中老年商务休闲爸爸鞋透气套脚皮鞋男,http://item.taobao.com/item.htm?id=562160209083&ns=1&abbucket=9#detail
5aa7733cbe9b0338dc1fafec,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,39 40 41 42 43,,,,,,,懒人鞋,金属,,日常休闲,8112AR58612A,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,,方头,,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黑色,休闲,563814586478,河南 郑州,hnyearcon,377.10,0人付款,意尔康男鞋18春专柜新品青年男士休闲套脚皮鞋男单鞋8112AR58612A,http://item.taobao.com/item.htm?id=563814586478&ns=1&abbucket=9#detail
5aa7733dbe9b0338dc1fafed,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,修面皮,商务休闲,95241,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,头层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,黄棕 黑色,商务,564280414145,北京,lin65475868,598.00,0人付款,意尔康男鞋2018男士真皮柔软舒适套脚商务休闲皮鞋子8211ZR95241A,http://item.taobao.com/item.htm?id=564280414145&ns=1&abbucket=9#detail
5aa7733dbe9b0338dc1fafee,,,,,保暖,,YEARCON/意尔康,纯色,日常,,冬季,38 39 40 41 42 43 44,,,,,,,商务休闲鞋,车缝线,纳帕纹,商务休闲,7841ZK97314W,平跟,,,,,,套脚,,,,,注压鞋,人造短毛绒,圆头,塑胶,,,人造短毛绒,头层牛皮（除牛反绒）,棕色 黑色,商务,560494239687,浙江 丽水,艾尚美梦工厂,225.00,0人付款,意尔康旗舰店官方店男鞋冬季加绒男士棉鞋子套脚真皮商务休闲皮鞋,http://item.taobao.com/item.htm?id=560494239687&ns=1&abbucket=9#detail
5aa7733dbe9b0338dc1fafef,,,,,,,YEARCON/意尔康,,,,,45,,,,,,,商务休闲鞋,,,,7542ZE75936T,,,,,,,系带,,,,,,头层猪皮,圆头,,,,头层猪皮,头层牛皮（除牛反绒）,黑色,,557423667712,广东 广州,腾空梦想88,319.00,0人付款,意尔康2017秋新款系带特大码45防滑商务舒适休闲真皮男鞋男皮鞋,http://item.taobao.com/item.htm?id=557423667712&ns=1&abbucket=9#detail
5aa7733dbe9b0338dc1faff0,,,,,透气,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,纳帕纹,日常休闲,8689,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,胶粘鞋,头层猪皮,圆头,橡胶,,平跟(小于等于1cm),头层猪皮,头层牛皮（除牛反绒）,乳白色 黑色 浅棕色 咖啡色,休闲,565210342290,浙江 温州,好鞋走天下19,168.00,1人付款,意尔康男鞋春秋新款透气男士日常休闲皮鞋真皮软底韩版潮休闲鞋子,http://item.taobao.com/item.htm?id=565210342290&ns=1&abbucket=9#detail
5aa7733dbe9b0338dc1faff1,,,,,,,YEARCON/意尔康,,,,,38 39 40 41 42 43 44,,,,,,,豆豆鞋,,,,,,,,,,,松紧带,,,,,,,扁头,,,,PU,塑胶,棕色 白色 蓝色 黑色,,559741454764,广东 广州,钟清商城网,185.00,0人付款,意尔康男士真皮鞋鳄鱼纹豆豆鞋男春秋季皮鞋时尚一脚蹬驾车鞋子,http://item.taobao.com/item.htm?id=559741454764&ns=1&abbucket=9#detail
5aa7733dbe9b0338dc1faff2,,,,,保暖,,YEARCON/意尔康,纯色,日常,,冬季,37 38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,纳帕纹,日常休闲,,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,套脚,,,,,注压鞋,二层猪皮,圆头,聚氨酯,,低跟(1-3cm),二层猪皮,头层牛皮（除牛反绒）,黑色加绒 棕色加绒 黑色 咖啡色,休闲,562006362433,浙江 温州,那微微上扬的嘴角,148.00,0人付款,意尔康男鞋正品休闲皮鞋软面皮加绒保暖棉鞋中老年40-50岁爸爸鞋,http://item.taobao.com/item.htm?id=562006362433&ns=1&abbucket=9#detail
5aa77340be9b0338dc1faff3,,,,,轻质,,YEARCON/意尔康,纯色,日常,,春秋,38 39 40 41 42 43 44,,,,,,,休闲皮鞋,车缝线,,日常休闲,6542AE76523W,平跟,,,,,,系带,,,,,胶粘鞋,,圆头,塑胶,,低跟(1-3cm),PU,头层牛皮（除牛反绒）,棕色 黑色棉鞋 棕色棉鞋 黑色,休闲,560272352375,浙江 丽水,艾尚美梦工厂,258.00,0人付款,意尔康旗舰店官方店男鞋新款圆头系带低帮牛皮鞋日常休闲鞋透气男,http://item.taobao.com/item.htm?id=560272352375&ns=1&abbucket=9#detail
5aa77340be9b0338dc1faff4,,,,,轻质,,YEARCON/意尔康,纯色,宴会,,春秋,36 37 38 39 40 41 42 43 44 45 46,,,,,,,休闲皮鞋,金属,纳帕纹,简约,9358,平跟,,,,青年（18-40周岁）,,套脚,,,,,胶粘鞋,头层猪皮,圆头,聚氨酯,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,9358  米白色,青春潮流,565277357827,江苏 扬州,csdawww,168.00,1人付款,意尔康中老年皮鞋男真皮爸爸鞋正品头层牛皮休闲鞋韩版商务l软底,http://item.taobao.com/item.htm?id=565277357827&ns=1&abbucket=9#detail
5aa77341be9b0338dc1faff5,,,,,耐磨,,YEARCON/意尔康,纯色,办公室,,春秋,38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,漆皮,,,平跟,,,,中年（40-60周岁） 老年（60周岁以上）,,套脚,,,,,胶粘鞋,二层猪皮,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,棕色 黑色加绒 棕色加绒 黑色,英伦,564172945583,浙江 温州,tb877572_00,148.00,1人付款,意尔康男鞋加绒真皮男士商务休闲鞋子套脚黑色皮鞋中老年鞋爸爸鞋,http://item.taobao.com/item.htm?id=564172945583&ns=1&abbucket=9#detail
5aa77341be9b0338dc1faff6,,,,,耐磨,,YEARCON/意尔康,纯色,办公室,,春秋,38 39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,,商务正装,8101AR60965A,平跟,,,,青年（18-40周岁） 中年（40-60周岁）,,系带,,,,,胶粘鞋,,尖头,橡胶,,低跟(1-3cm),头层猪皮,头层牛皮（除牛反绒）,黑色,商务,562933656453,河南 郑州,hnyearcon,395.10,0人付款,意尔康男鞋18春专柜精品男士正装皮鞋头层牛皮男单鞋8101AR60965A,http://item.taobao.com/item.htm?id=562933656453&ns=1&abbucket=9#detail
5aa77342be9b0338dc1faff7,,,,,,,YEARCON/意尔康,纯色,日常,,春秋,37 38 39 40 41 42 43,,,,,,,休闲皮鞋,,,,8111AR58752A,平跟,,,,青年（18-40周岁）,,系带,,,,,胶粘鞋,,圆头,,,,头层猪皮,头层牛皮（除牛反绒）,酒红色 黑色,休闲,564407683336,江西 九江,薇薇茗鞋坊,358.72,0人付款,意尔康正品男鞋18春季新款真皮透气系带休闲男单皮鞋8111AR58752A,http://item.taobao.com/item.htm?id=564407683336&ns=1&abbucket=9#detail
5aa77342be9b0338dc1faff8,,,,,耐磨,,YEARCON/意尔康,纯色,,,,39 40 41 42 43 44,,,,,,,德比鞋（正装皮鞋）,车缝线,,,7501AE71652A,平跟,,,,,,系带,,,,,,,尖头,真皮,,低跟(1-3cm),超纤,超纤,黑色,商务,565712403872,河南 郑州,鞋秀正品商城,319.00,1人付款,意尔康17年秋季商务正装皮鞋圆尖头系带男士皮鞋7501AE71652A,http://item.taobao.com/item.htm?id=565712403872&ns=1&abbucket=9#detail
